ISO,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
CPV,Cabo Verde,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,31,NP/CTS/SAS/MoH/SAS/External
CRI,Costa Rica,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,585,UNSDC/MoJ/CTS/SDG
CUB,Cuba,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,491,MD/MoH
CYM,Cayman Islands,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,7,MD/WHO/NSO/SAS/NP
CYP,Cyprus,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,15,UNSDC/Eurostat/CTS
DEU,Germany,Europe,Western Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,788,SDG/CTS/NP
DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,13,UNSDC/OAS/CTS
DNK,Denmark,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,58,GSH 2019 Revision/UNSDC/CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,1068,NGO/SES/CTS/RIC
DZA,Algeria,Africa,Northern Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,568,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,994,UNSDC/WHO Adjusted/Interpol/OAS/CTS/SDG
ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,289,WHO Adjusted/Eurostat/CTS/SDG
EST,Estonia,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,28,UNSDC/Eurostat/CTS
FIN,Finland,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,88,UNSDC/CTS/SDG
FRA,France,Europe,Western Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,696,UNSDC/Eurostat/CTS/MoI
GEO,Georgia,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,89,UNSDC/TransMonEE/CTS/MoI
GHA,Ghana,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,500,WHO/NP/CTS
GRC,Greece,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,99,UNSDC/Eurostat/CTS/UNODC Research
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,12,OAS/CTS/UNODC Research
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,4869,UNSDC/NP/CTS
GUF,French Guiana,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,35.96411,NP/SAS/MoI Adjusted
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,111,NSO/OAS/CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,48,GOV/SDG/CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,3709,RSC/Interpol/OCAVI/NSO/CTS
HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,24,MoI/CTS/UNODC Research
HTI,Haiti,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,743,OAS/DPKO/NP
HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,86,UNSDC/CTS/SDG
IND,India,Asia,Southern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,41651,MoI/NCRB India
IRL,Ireland,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,37,UNSDC/NP/NSO/CTS/SDG
ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,3,Eurostat/UNSDC/CTS/SDG
ISR,Israel,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,116,UNSDC/NSO/SDG/CTS
ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,359,UNSDC/CTS/SDG
JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,1289,UNSDC/NP/OAS/CTS
JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,94,UNSDC/CTS/SDG
JPN,Japan,Asia,Eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,334,GSH 2019 Revision/SDG/CTS/MoI
KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,1569,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,23,NP/OAS/CTS
KOR,Republic of Korea,Asia,Eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,309,UNSDC Adjusted/NP Adjusted/SDG Adjusted/GSH 2019 Revision/CTS
KWT,Kuwait,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,37,UNSDC/NP/CTS/SAS/NSO
LBN,Lebanon,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,172,CTS/SDG
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,37,MD/OAS/GSH 2019 Revision/CTS
LIE,Liechtenstein,Europe,Western Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,1,Eurostat/CTS/NSO
LKA,Sri Lanka,Asia,Southern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,514,UNSDC/Interpol/NP/CTS/GSH 2019 Revision
LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,92,UNSDC/CTS
LUX,Luxembourg,Europe,Western Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,3,Eurostat/UNECE/CTS
LVA,Latvia,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,84,UNSDC/CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,2,SDG/NP/CTS
MAR,Morocco,Africa,Northern Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,510,UNSDC/CTS/SDG
MDA,Republic of Moldova,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,166,UNSDC/CTS/NSO/SDG
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,36685,NSO/CTS
MKD,North Macedonia,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,25,UNSDC/Eurostat/CTS/SDG
MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,8,UNSDC/Eurostat/CTS/NSO/SDG
MMR,Myanmar,Asia,South-eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,1452,NSO/CTS/SDG
MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,14,Eurostat/CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,196,CTS/SDG
MRT,Mauritania,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,53,MoJ
MSR,Montserrat,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,0,MD/WHO/PAHO/SAS/NSO
MUS,Mauritius,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,37,UNSDC/CTS/NSO/SDG
MYS,Malaysia,Asia,South-eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,323,UNSDC/WHO/NP/SDG
NAM,Namibia,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,476,NP/Interpol/CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,682,NP/SDG
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,100,MD/NSO/CTS
NOR,Norway,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,25,UNSDC/GSH 2019 Revision/SDG/Eurostat/CTS/NP
NPL,Nepal,Asia,Southern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,659,UNSDC/NSO
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,55,WHO Adjusted/UNSDC/NP/CTS
OMN,Oman,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,13,NSO/CTS/SDG
PAK,Pakistan,Asia,Southern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,8241,UNSDC/NSO/NP/CTS
PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,401,NSO/CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,2452,CTS/SDG
PHL,Philippines,Asia,South-eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,5651,NP/UNSDC/CTS/GSH 2019 Revision
PLW,Palau,Oceania,Micronesia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,2,NSO
POL,Poland,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,273,UNSDC/Eurostat/CTS/SDG
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,664,NP/NSO/SDG/CTS
PRT,Portugal,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,81,MD Adjusted/Eurostat/SDG/GSH 2023 Revision/CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,497,OAS/CTS
PSE,State of Palestine,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,24,UNSDC/NSO/SDG/CTS/NP
QAT,Qatar,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,10,UNSDC/MD/SDG/MoI
ROU,Romania,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,250,UNSDC/Eurostat/SDG/CTS
RUS,Russian Federation,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,11964,NSO/GSH 2019 Revision/CTS/GSH 2023 Revision
RWA,Rwanda,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,285,NSO/External
SAU,Saudi Arabia,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,224,NSO/External
SGP,Singapore,Asia,South-eastern Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,9,GSH 2019 Revision/CTS/SDG
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,3346,NP/OAS/CTS
SRB,Serbia,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,105,Eurostat/CTS/GSH 2023 Revision/SDG
SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,38,OAS/CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,67,TransMonEE/UNSDC/SDG/GSH 2023 Revision/CTS
SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,9,UNSDC/CTS
SWE,Sweden,Europe,Northern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,108,NCCP/CTS
SYC,Seychelles,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,9,Interpol/NSO
TON,Tonga,Oceania,Polynesia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,10,UNSDC/NP/SAS/NP
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,517,OAS/CTS/GSH 2019 Revision/NGO/NP/NSO
TUR,Türkiye,Asia,Western Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,2161,CTS
TZA,United Republic of Tanzania,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,2734,UNSDC/Interpol/CTS/NSO
UGA,Uganda,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,4497,UNSDC/CTS/NP/External
UKR,Ukraine,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,2002,UNSDC/TransMonEE/CTS/DMDB
URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,421,MoI/CTS
USA,United States of America,Americas,Northern America,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,16374,NP/UNSDC/CTS/GSH 2019 Revision
UZB,Uzbekistan,Asia,Central Asia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,474,TransMonEE/NSO/CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,34,NGO/OAS/CTS
WSM,Samoa,Oceania,Polynesia,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,13,SDG/SAS/NSO
ZAF,South Africa,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,21022,NP/CTS
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,734,WHO/NP/CTS
ALB,Albania,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,51,MD/CTS/GSH 2023 Revision/NSO
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,1988,CTS
ARM,Armenia,Asia,Western Asia,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,39,UNECE/WHO/CTS/Covid-19/SDG
ASM,American Samoa,Oceania,Polynesia,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,12,SAS/MoJ
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,9,MD/PAHO/OAS/CTS
AUS,Australia,Oceania,Australia and New Zealand,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,135,MD/GSH 2019 Revision/SDG/CTS
AUT,Austria,Europe,Western Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,42,MD/CTS/GSH 2023 Revision
AZE,Azerbaijan,Asia,Western Asia,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,132,NSO/CTS
BEL,Belgium,Europe,Western Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,117,MD/MoH Adjusted/MoI
BGR,Bulgaria,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,54,MD/CTS
BHR,Bahrain,Asia,Western Asia,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,5,SDG/MoI
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,88,MD/CTS/GSH 2023 Revision/NP
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,31,UNECE/CTS/SDG
BLR,Belarus,Europe,Eastern Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,142,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,124,OAS/CTS/MoI
